Internal catalogue id,Name (transliteration),Alternative names,Language,Script,Provenance note,External catalogue ids,Condition,Lines per folio/page,Length (cm),Height (cm),Date of copying,Material,Illustrations,Remarks,Photos available?,Text available?
ochs_000_000_392_asa_dp_no_0364_prayoga,prayoga cūḍāmaṇi,prayoga cūḍāmaṇi ( or śyāmā paddhati ),Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0364, cd_no: ASK_BL-007, ask_no: habi 369",NA,7 lines,24.8,9.5,NA,"Paper, coat of HARTALA on one side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_393_asa_dp_no_0365_desapati,deśāpati *,deśāpati *,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0365, cd_no: ASK_BL-007, ask_no: habi 370",NA,6 or 7 lines,20.0,6.7,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_394_asa_dp_no_0366_caturthi,"caturthī bidhi , lakṣāhuti yajJa bidhi","caturthī bidhi , lakṣāhuti yajJa bidhi",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0366, cd_no: ASK_BL-007, ask_no: habi 371",NA,9,22.5,11,NA,"Paper, coat of HARTALA","diagrams of yogyan , 5 painting of god , 12 outline drawing , 3yogins diagrams?",NA,yes,no
ochs_000_000_395_asa_dp_no_0367_culika,culikā pratiṣṭhā vidhi and others *,culikā pratiṣṭhā vidhi and others *,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0367, cd_no: ASK_BL-007, ask_no: habi 372",NA,17-19 lines,24.4,12.0,NS804,"Paper, coat of HARTALA on front side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_396_asa_dp_no_0368_1.,"1. chāya svaya aṣṭa barga bidhi , 2. bāla graha , 3. deguli pūjā bidhi , 4. mahādeba pūjā , 5. bibhinna jantra","1. chāya svaya aṣṭa barga bidhi , 2. bāla graha , 3. deguli pūjā bidhi , 4. mahādeba pūjā , 5. bibhinna jantra",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0368, cd_no: ASK_BL-007, ask_no: habi 373",NA,irregular,23.5,11.3,NA,"Paper, coat of HARTALA",8+12 colour painting and many Jantras,NA,yes,no
ochs_000_000_397_asa_dp_no_0369_1.,"1. bhīmarathārohaṇa bidhi , 2. gṛha pratiṣṭhā bidhāna","1. bhīmarathārohaṇa bidhi , 2. gṛha pratiṣṭhā bidhāna",Sanskrit,Newa,ASA Archives,"dp_no: 0369, cd_no: ASK_BL-007, ask_no: habi 374",NA,20-22,19.7,7.4,NS771,NA,NA,NA,yes,no
ochs_000_000_398_asa_dp_no_0370_siva,śiva sthāpa bidhāna,śiva sthāpa bidhāna,Newa,Newa,ASA Archives,"dp_no: 0370, cd_no: ASK_BL-007, ask_no: habi 375",NA,22,22.7,10.1,NA,"Paper, coat of HARTALA",figure of 1 mandala,NA,yes,no
ochs_000_000_399_asa_dp_no_0371_1.,"1. pādasthāpana bidhi , 2. jala yajJa , 3. bhīmarathayā sarājāma","1. pādasthāpana bidhi , 2. jala yajJa , 3. bhīmarathayā sarājāma ( paripāti )",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0371, cd_no: ASK_BL-007, ask_no: habi 376",NA,7/17,16.6,7,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_400_asa_dp_no_0372_1.,"1. bhīṣma paJca brata , 2. kārti mahātmye , 3. caita kṛṣṇa āśvinakṛṣṇa takayāpātro , 4. dāna bidhi","1. bhīṣma paJca brata , 2. kārti mahātmye , 3. caita kṛṣṇa āśvinakṛṣṇa takayāpātro , 4. dāna bidhi",Sanskrit,Devanagari,ASA Archives,"dp_no: 0372, cd_no: ASK_BL-007, ask_no: habi 377",NA,6/14,12.3,6.2,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_401_asa_dp_no_0373_skandapurane,skandapurāṇe bhīṣma paJcaka vrata,skandapurāṇe bhīṣma paJcaka vrata ( kathā ),Sanskrit,Newa,ASA Archives,"dp_no: 0373, cd_no: ASK_BL-007, ask_no: habi 378",NA,5 lines,24.8,4.5,NA,TP,NA,Style: one eyelet,yes,no
ochs_000_000_402_asa_dp_no_0374_bhavisyottara,bhaviṣyottara purāṇe yuddhiṣṭhira samvāde ananta vrata vyākhyāna,bhaviṣyottara purāṇe yuddhiṣṭhira samvāde ananta vrata vyākhyāna,Sanskrit,Newa,ASA Archives,"dp_no: 0374, cd_no: ASK_BL-007, ask_no: habi 379",NA,5 lines,25.0,4.5,NA,TP,NA,Style: one eyelet,yes,no
ochs_000_000_403_asa_dp_no_0375_hindu,hindu vidhis *,hindu vidhis *,Sanskrit,Newa,ASA Archives,"dp_no: 0375, cd_no: ASK_BL-007, ask_no: habi 380",NA,7 lines,31.5,4.2,NA,TP,NA,Style: one eyelet,yes,no
ochs_000_000_404_asa_dp_no_0376_vibhinna,vibhinna vidhi,vibhinna vidhi,Sanskrit,Bhj.,ASA Archives,"dp_no: 0376, cd_no: ASK_BL-007, ask_no: habi 381",NA,7,31.5,4.3,NA,TP,NA,NA,yes,no
ochs_000_000_405_asa_dp_no_0377_sraddha,śrāddha vidhi,śrāddha vidhi,Sanskrit,Newa,ASA Archives,"dp_no: 0377, cd_no: ASK_BL-007, ask_no: habi 382",NA,5 lines,29.5,5.0,NA,TP,NA,Style: one eyelet,yes,no
ochs_000_000_406_asa_dp_no_0378_bindhyavasini,bindhyavāsinī pūjā bidhi,bindhyavāsinī pūjā bidhi,Sanskrit,Devanagari,ASA Archives,"dp_no: 0378, cd_no: ASK_BL-007, ask_no: habi 383",NA,5,15.6,9.5,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_407_asa_dp_no_0379_ananta,ananta brata bidhi,ananta brata bidhi,Sanskrit,Devanagari,ASA Archives,"dp_no: 0379, cd_no: ASK_BL-007, ask_no: habi 384",NA,13,19,15.2,NS974,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_408_asa_dp_no_0380_grha,gṛha pratiṣṭhā,gṛha pratiṣṭhā,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 0380, cd_no: ASK_BL-007, ask_no: habi 385",NA,10/14,18.5,15,VS1929,Paper,NA,NA,yes,no
ochs_000_000_409_asa_dp_no_0381_janmastmi,janmāṣṭmī brata,janmāṣṭmī brata,Sanskrit,Devanagari,ASA Archives,"dp_no: 0381, cd_no: ASK_BL-007, ask_no: habi 386",NA,10/11,17.5,13.5,NS1017,Paper,NA,NA,yes,no
ochs_000_000_410_asa_dp_no_0382_dasa,daśa karma,daśa karma,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 0382, cd_no: ASK_BL-007, ask_no: habi 387",NA,10/11,18.5,14,NA,Paper,NA,NA,yes,no
ochs_000_000_411_asa_dp_no_0383_brsosarga,bṛṣośarga bidhi,bṛṣośarga bidhi,Sanskrit,Devanagari,ASA Archives,"dp_no: 0383, cd_no: ASK_BL-007, ask_no: habi 388",NA,13/14,18.9,15.1,NS974,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_412_asa_dp_no_0384_bhisma,bhīṣma paJcami brata bidhi,bhīṣma paJcami brata bidhi,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 0384, cd_no: ASK_BL-007, ask_no: habi 389",NA,irr.,18,15.5,NS1017,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_413_asa_dp_no_0385_masika,māsika śrāddha bidhi,māsika śrāddha bidhi,Sanskrit,Devanagari,ASA Archives,"dp_no: 0385, cd_no: ASK_BL-007, ask_no: habi 390",NA,12/13,19,14.5,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_414_asa_dp_no_0386_sitala,śītalā brata,śītalā brata,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 0386, cd_no: ASK_BL-007, ask_no: habi 391",NA,9,18.5,14,NS995,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_415_asa_dp_no_0387_sravani,śrāvaṇī karma,śrāvaṇī karma,Sanskrit,Devanagari,ASA Archives,"dp_no: 0387, cd_no: ASK_BL-007, ask_no: habi 392",NA,11/12,20,14.5,NS998,Paper,NA,NA,yes,no
ochs_000_000_416_asa_dp_no_0388_samkranti,saṃkrānti brata,saṃkrānti brata,Sanskrit,Devanagari,ASA Archives,"dp_no: 0388, cd_no: ASK_BL-007, ask_no: habi 393",NA,12/13,18,15.5,NA,Paper,NA,NA,yes,no
ochs_000_000_417_asa_dp_no_0389_ardharatri,ardharātrī dīpayāgārcana vidhi,ardharātrī dīpayāgārcana vidhi,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0389, cd_no: ASK_BL-007, ask_no: habi 394",NA,7,32,9,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_418_asa_dp_no_0390_1.,"1. kārya siddhi , 2. janmotsabako sarājāma , 3. bagalāmukhī , 4. mantra","1. kārya siddhi , 2. janmotsabako sarājāma , 3. bagalāmukhī , 4. mantra",Sanskrit-Nep.,Devanagari,ASA Archives,"dp_no: 0390, cd_no: ASK_BL-007, ask_no: habi 395",NA,irr.,19,12.8,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_419_asa_dp_no_0391_kubjikagni,kubjikāgni yajJa bidhi,kubjikāgni yajJa bidhi,Newa,Newa,ASA Archives,"dp_no: 0391, cd_no: ASK_BL-007, ask_no: habi 396",NA,7,32,8.8,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_420_asa_dp_no_0392_kubjika,kubjikā nityārcana bidhi,kubjikā nityārcana bidhi,Sanskrit,Devanagari,ASA Archives,"dp_no: 0392, cd_no: ASK_BL-007, ask_no: habi 397",NA,10,15.2,10.5,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_421_asa_dp_no_0393_candra,candra pūjā,candra pūjā,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 0393, cd_no: ASK_BL-007, ask_no: habi 398",NA,6/7,17.3,9.5,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_422_asa_dp_no_0394_jihva,jihvā sodhana bidhi,jihvā sodhana bidhi,Sanskrit-Newa,Newa-Devanagari,ASA Archives,"dp_no: 0394, cd_no: ASK_BL-007, ask_no: habi 399",NA,7/16,18.3,7.5,NA,NA,NA,NA,yes,no
ochs_000_000_423_asa_dp_no_0395_dipayagasya,dīpayāgasya bidhi,dīpayāgasya bidhi,Newa,Newa,ASA Archives,"dp_no: 0395, cd_no: ASK_BL-007, ask_no: habi 400",NA,7,32,8.7,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_424_asa_dp_no_0396_paJca,paJca āhuti,paJca āhuti,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0396, cd_no: ASK_BL-007, ask_no: habi 401",NA,7,32,8.8,NA,"Paper, coat of HARTALA",figure of maCDalA ( In extra folios simple drawing of mandalA ),NA,yes,no
ochs_000_000_425_asa_dp_no_0397_brata,brata bidhāna,brata bidhāna,Sanskrit,Newa,ASA Archives,"dp_no: 0397, cd_no: ASK_BL-007, ask_no: habi 402",NA,5/7,14.2,7.5,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_426_asa_dp_no_0398_1.,"1. rasmi pūjā , 2. trividha śrī cakranyāsa , 3. prāyaśomatā","1. rasmi pūjā , 2. trividha śrī cakranyāsa , 3. prāyaśomatā",Sanskrit,Newa,ASA Archives,"dp_no: 0398, cd_no: ASK_BL-007, ask_no: habi 403",NA,10,36,10.5,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_427_asa_dp_no_0399_vibhinna,vibhinna bidhi,vibhinna bidhi,Sanskrit,Newa,ASA Archives,"dp_no: 0399, cd_no: ASK_BL-007, ask_no: habi 404",NA,irr.,26.2,11.5,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_428_asa_dp_no_0400_vibhuti,vibhūti snāna bidhi,vibhūti snāna bidhi,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0400, cd_no: ASK_BL-007, ask_no: habi 405",NA,8,18.4,8.7,NA,NA,NA,NA,yes,no
ochs_000_000_429_asa_dp_no_0401_siva,śiva mānasi pūjā,śiva mānasi pūjā,Sanskrit,Devanagari,ASA Archives,"dp_no: 0401, cd_no: ASK_BL-007, ask_no: habi 406",NA,4,28.4,8.4,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_430_asa_dp_no_0402_sivratri,śivrātri vrata pūjā bidhi,śivrātri vrata pūjā bidhi,Sanskrit,Devanagari,ASA Archives,"dp_no: 0402, cd_no: ASK_BL-007, ask_no: habi 407",NA,7,18.2,8,SS1877,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_431_asa_dp_no_0403_grahapuja,grahapūjā yāye belāy chāyegu,grahapūjā yāye belāy chāyegu,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 0403, cd_no: ASK_BL-007, ask_no: habi 408",NA,18/19,18.4,9,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_432_asa_dp_no_0404_uccata,uccāṭa mantra vidhāna,"(1) uccāṭa mantra vidhāna , (2) caṇḍograśūlavāni (?) vinirgate pratyaṅgirā saṃkṣipta (?)mantra",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0404, cd_no: ASK_BL-007, ask_no: habi 410",NA,6 or 7 lines,11.8,5.8,NS832,"Paper, coat of HARTALA on front side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_433_asa_dp_no_0405_karttika,kārttika śuklapakṣa annadāna bidhi,kārttika śuklapakṣa annadāna bidhi,Sanskrit,Newa,ASA Archives,"dp_no: 0405, cd_no: ASK_BL-007, ask_no: habi 411",NA,7,24,9,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_434_asa_dp_no_0406_kriyakanda,kriyākāṇḍa kramāvalyā,kriyākāṇḍa kramāvalyā,Sanskrit,Newa,ASA Archives,"dp_no: 0406, cd_no: ASK_BL-007, ask_no: habi 412",NA,8,30.8,9,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_435_asa_dp_no_0407_bibaha,bibāha paddhati,bibāha paddhati,Sanskrit,Devanagari,ASA Archives,"dp_no: 0407, cd_no: ASK_BL-007, ask_no: habi 413",NA,11,29.9,12.4,NA,Paper,NA,NA,yes,no
ochs_000_000_436_asa_dp_no_0408_yajJopavita,yajJopavīta,yajJopavīta ( bratabadha bidhi ) ( bājasane ),Sanskrit,Devanagari,ASA Archives,"dp_no: 0408, cd_no: ASK_BL-007, ask_no: habi 414",NA,13,29.7,12.4,SS1799 and VS1934 and AD1877,Paper,NA,NA,yes,no
ochs_000_000_437_asa_dp_no_0409_tripura,tripura bhairavī pūjā paddhatī va stotra,tripura bhairavī pūjā paddhatī va stotra,Sanskrit,Devanagari,ASA Archives,"dp_no: 0409, cd_no: ASK_BL-007, ask_no: habi 415",NA,10,25.5,11.5,NA,Paper,NA,NA,yes,no
ochs_000_000_438_asa_dp_no_0410_nitya,nitya karma pūjā vidhi,"(1) nitya karma pūjā vidhi , (2) dhyāna karma",Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 0410, cd_no: ASK_BL-007, ask_no: habi 416",NA,13 lines,long12.3,short7.6cm,VS1950,"Paper(a shape of star), coat of HARTALA on one side",NA,NA,yes,no
ochs_000_000_439_asa_dp_no_0411_grha,gṛha pratiṣṭhā vidhi,gṛha pratiṣṭhā vidhi,Sanskrit-Newa-(Nep.)*,Devanagari,ASA Archives,"dp_no: 0411, cd_no: ASK_BL-007, ask_no: habi 417",NA,iregular lines,26.5,11.5,NA,Nepali Paper,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_440_asa_dp_no_0412_talejuya,talejuyā khaṃ,talejuyā khaṃ,Newa,Newa,ASA Archives,"dp_no: 0412, cd_no: ASK_BL-007, ask_no: habi 418",NA,8,37,13,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_441_asa_dp_no_0413_karttaviryarjuna,kārttavīryārjuna pūjā,kārttavīryārjuna pūjā,Sanskrit,Devanagari,ASA Archives,"dp_no: 0413, cd_no: ASK_BL-007, ask_no: habi 419",NA,7,23.5,10.2,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_442_asa_dp_no_0414_1.,"1. kuśaṇḍī bidhi , 2. mahādipa bidhi","1. kuśaṇḍī bidhi , 2. mahādipa bidhi",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0414, cd_no: ASK_BL-007, ask_no: habi 420",NA,6/7-21,20,7.5,NS853,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_443_asa_dp_no_0415_niskranta,niskrānta prastāvanā,niskrānta prastāvanā,Sanskrit,Newa,ASA Archives,"dp_no: 0415, cd_no: ASK_BL-007, ask_no: habi 421",NA,6,22,6.3,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_444_asa_dp_no_0416_benake,benake bidhi va memegu bidhi,benake bidhi va memegu bidhi,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0416, cd_no: ASK_BL-007, ask_no: habi 422",NA,6,15,6.3,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_445_asa_dp_no_0417_sandhya,sandhyā bidhi,sandhyā bidhi,Sanskrit,Newa,ASA Archives,"dp_no: 0417, cd_no: ASK_BL-007, ask_no: habi 423",NA,9/10,14.5,10,NS969,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_446_asa_dp_no_0418_siddhilaksmi,siddhilakṣmī sahaśra stotra va pūjā bidhi,siddhilakṣmī sahaśra stotra va pūjā bidhi,Sanskrit,Newa,ASA Archives,"dp_no: 0418, cd_no: ASK_BL-007, ask_no: habi 424",NA,5,11,5,NS887,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_447_asa_dp_no_0419_kumari,kumarī yoga,kumarī yoga,Sanskrit,Newa,ASA Archives,"dp_no: 0419, cd_no: ASK_BL-007, ask_no: habi 425",NA,8,16.4,6,NA,NA,NA,NA,yes,no
ochs_000_000_448_asa_dp_no_0420_navagraha,navagraha vali viyayā vidhāna,navagraha vali viyayā vidhāna,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0420, cd_no: ASK_BL-007, ask_no: habi 426",NA,6,17.8,6.3,NS789,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_449_asa_dp_no_0421_vyatipata,vyatīpāta brata,vyatīpāta brata,Sanskrit,Devanagari,ASA Archives,"dp_no: 0421, cd_no: ASK_BL-007, ask_no: habi 427",NA,13,23.4,10.8,NA,Paper,NA,NA,yes,no
ochs_000_000_450_asa_dp_no_0422_1.,"1. saṃkṣapa pūjā paddhati , 2. navarātrayā vidhāna","1. saṃkṣapa pūjā paddhati , 2. navarātrayā vidhāna",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0422, cd_no: ASK_BL-007, ask_no: habi 428",NA,8,21.2,7.8,NA,NA,NA,NA,yes,no
ochs_000_000_451_asa_dp_no_0423_jata,jāta karmma,jāta karmma,Sanskrit,Devanagari,ASA Archives,"dp_no: 0423, cd_no: ASK_BL-007, ask_no: habi 429",NA,9/10,25.7,12.7,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_000_452_asa_dp_no_0424_acyutastaka,acyutāṣṭaka,acyutāṣṭaka,Sanskrit,Devanagari,ASA Archives,"dp_no: 0424, cd_no: ASK_BL-008, ask_no: hatu 1",NA,NA,19.5,7.9,VS1927(SS1792),"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_000_453_asa_dp_no_0425_annapurna,annapūrṇa stava rāja,annapūrṇa stava rāja,Newa,Newa,ASA Archives,"dp_no: 0425, cd_no: ASK_BL-008, ask_no: hatu 2",NA,5 or 6 lines,15.3,6.8,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_454_asa_dp_no_0426_devavyasa,devavyāsa viracita śrīannapūrṇeśvarī stotra,devavyāsa viracita śrīannapūrṇeśvarī stotra,Sanskrit,Devanagari,ASA Archives,"dp_no: 0426, cd_no: ASK_BL-008, ask_no: hatu 3",NA,5 lines,16.0,7.8,VS1923,"Paper, coat of HARTALA on one side",NA,NA,yes,no
ochs_000_000_455_asa_dp_no_0427_sribhavaniya,śrībhavaniyā aparākṣamārpaṇa stotra,śrībhavaniyā aparākṣamārpaṇa stotra,Sanskrit,Devanagari,ASA Archives,"dp_no: 0427, cd_no: ASK_BL-008, ask_no: hatu 4",NA,5 or 6 lines,16.4,8.2,NA,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_000_456_asa_dp_no_0428_visnudharmottare,viṣṇudharmottare pulastya dālabhya saṃvāde apāmārjana śastra stotra,viṣṇudharmottare pulastya dālabhya saṃvāde apāmārjana śastra stotra,Sanskrit,Devanagari,ASA Archives,"dp_no: 0428, cd_no: ASK_BL-008, ask_no: hatu 5",NA,5 or 6 lines,24.0,10.6,NA,Paper,NA,NA,yes,no
ochs_000_000_457_asa_dp_no_0429_hanuman,hanumān dvādaśa nāma stotra,"(1) hanumān dvādaśa nāma stotra , (2) rudrayāmale arddhanārīśvara kavaca , (3) brahmanārada saṃvāde śrī hanumanta kavaca stotra",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 0429, cd_no: ASK_BL-008, ask_no: hatu 6",NA,6 or 8 lines,13.5,7.3,"NS895(2), NS912(3)","Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_458_asa_dp_no_0430_rudrayamale,rudrayāmale haragaurī saṃvāde arddhanārīśvara sahasranāma stotra,rudrayāmale haragaurī saṃvāde arddhanārīśvara sahasranāma stotra,Sanskrit,Newa,ASA Archives,"dp_no: 0430, cd_no: ASK_BL-008, ask_no: hatu 7",NA,7 lines,10.5,6.4,NS901,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_000_459_asa_dp_no_0431_astamatrka,aṣṭamātṛkā stotra,aṣṭamātṛkā stotra,Sanskrit,Newa,ASA Archives,"dp_no: 0431, cd_no: ASK_BL-008, ask_no: hatu 8",NA,7 lines,24.7,9.0,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_460_asa_dp_no_0432_sri,śrī bhaviṣyottara purāṇe śrī kṛṣṇārjuna samvāde āditya hṛdaya stotra and others *,(1) śrī bhaviṣyottara purāṇe śrī kṛṣṇārjuna samvāde āditya hṛdaya stotra and others *,Sanskrit,Devanagari,ASA Archives,"dp_no: 0432, cd_no: ASK_BL-008, ask_no: hatu 9",NA,6 lines,,,NS1003,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_461_asa_dp_no_0433_sri,śrī bhaviṣyottara purāṇe śrīkṛṣṇārjuṇa saṃvāde āditya hṛdaya,śrī bhaviṣyottara purāṇe śrīkṛṣṇārjuṇa saṃvāde āditya hṛdaya,Sanskrit,Newa,ASA Archives,"dp_no: 0433, cd_no: ASK_BL-008, ask_no: hatu 10",NA,7 lines,22.2,7.3,NS858,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_000_462_asa_dp_no_0434_sri,śrī bhaviṣyottarapurāṇe śrīkṛṣṇārjuna saṃvāde āditya hṛdaya stotra,śrī bhaviṣyottarapurāṇe śrīkṛṣṇārjuna saṃvāde āditya hṛdaya stotra,Sanskrit,Newa,ASA Archives,"dp_no: 0434, cd_no: ASK_BL-008, ask_no: hatu 11",NA,5 lines,23.0,5.5,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_000_463_asa_dp_no_0435_sribhavisyottarapurane,śrībhaviṣyottarapurāṇe śrīkṛṣṇārjuna saṃvāde āditya hṛdayākhya stava rāja,śrībhaviṣyottarapurāṇe śrīkṛṣṇārjuna saṃvāde āditya hṛdayākhya stava rāja,Sanskrit,Devanagari,ASA Archives,"dp_no: 0435, cd_no: ASK_BL-008, ask_no: hatu 12",NA,8 lines,18.6,9.8,NSkha khŒNdake,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_000_464_asa_dp_no_0436_srisankaracarya,śrīśaṅkarācārya viracita ānanda laharī,śrīśaṅkarācārya viracita ānanda laharī,Sanskrit,Newa,ASA Archives,"dp_no: 0436, cd_no: ASK_BL-008, ask_no: hatu 13",NA,7 lines,21.5,9.4,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_000_465_asa_dp_no_0437_rama,rāma mahimnākhya stotra,"(1) rāma mahimnākhya stotra ( śrī puṣpadattācārya viracita ) , (2) ānanda laharī stotra ( śrīmat śaṅkarācārya viracita )",Sanskrit,Devanagari,ASA Archives,"dp_no: 0437, cd_no: ASK_BL-008, ask_no: hatu 14",NA,7 lines,20.7,8.2,VS(1)1917 (2)1908,Paper,NA,NA,yes,no
ochs_000_000_466_asa_dp_no_0438_sriyamale,śrīyāmale viśvasāroddhāre umāmaheśvara saṃvāde āpaduddhāra vaṭukabhairavāṣṭottara śata nāma stava rāja,"(1) śrīyāmale viśvasāroddhāre umāmaheśvara saṃvāde āpaduddhāra vaṭukabhairavāṣṭottara śata nāma stava rāja , (2) śrīviśvasāroddhāre vaṭukabhairava hṛdaya , (3) rudrayāmale mahātantre vaṭukabhairava kavaca , (4) rudrayāmale haragaurī saṃvāde kṣipraprasāda vaṭukabhairava sahasra nāma stotra , (5) śrīkālasaṃdharṣiṇī tantre mahā vaṭukabhairava śata nāma stotra",Sanskrit,Devanagari,ASA Archives,"dp_no: 0438, cd_no: ASK_BL-008, ask_no: hatu 15",NA,10 lines,24.2,15.5,NA,"Paper, coat of HARTALA on one side",NA,Style: bound book,yes,no
